timestamp_utc,intersection_id,intersection_name,lat,lon,approach,lane_count,vehicle_count_15min,avg_speed_kmh,queue_length_m,signal_phase_sec_green,signal_phase_sec_red,is_rush_hour,weather,notes
2026-09-13T00:15:00Z,INT-EXPO-W,Expo district west approach,48.1741,11.5478,N,2,43,32,15,26,59,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T00:15:00Z,INT-EXPO-W,Expo district west approach,48.1741,11.5478,E,1,34,34,14,23,70,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T00:15:00Z,INT-EXPO-W,Expo district west approach,48.1741,11.5478,S,2,28,28,0,28,61,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T00:15:00Z,INT-EXPO-W,Expo district west approach,48.1741,11.5478,W,1,31,31,5,27,63,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T00:15:00Z,INT-RING-01,Inner ring connector A,48.1765,11.5489,N,2,35,30,14,24,66,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T00:15:00Z,INT-RING-01,Inner ring connector A,48.1765,11.5489,E,1,45,33,21,30,64,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T00:15:00Z,INT-RING-01,Inner ring connector A,48.1765,11.5489,S,2,34,33,6,30,63,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T00:15:00Z,INT-RING-01,Inner ring connector A,48.1765,11.5489,W,1,37,34,16,30,59,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T00:15:00Z,INT-RING-02,Inner ring connector B,48.1719,11.5531,N,2,34,34,0,29,56,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T00:15:00Z,INT-RING-02,Inner ring connector B,48.1719,11.5531,E,1,39,28,15,28,64,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T00:15:00Z,INT-RING-02,Inner ring connector B,48.1719,11.5531,S,2,30,31,0,24,66,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T00:15:00Z,INT-RING-02,Inner ring connector B,48.1719,11.5531,W,1,32,36,14,26,67,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T00:30:00Z,INT-EXPO-N,Expo district north approach,48.1752,11.5510,N,2,42,28,19,27,67,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T00:30:00Z,INT-EXPO-N,Expo district north approach,48.1752,11.5510,E,1,29,34,6,29,64,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T00:30:00Z,INT-EXPO-N,Expo district north approach,48.1752,11.5510,S,2,34,32,14,24,63,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T00:30:00Z,INT-EXPO-N,Expo district north approach,48.1752,11.5510,W,1,38,30,6,22,72,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T00:30:00Z,INT-EXPO-S,Expo district south approach,48.1728,11.5504,N,2,30,30,0,23,69,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T00:30:00Z,INT-EXPO-S,Expo district south approach,48.1728,11.5504,E,1,31,36,0,30,60,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T00:30:00Z,INT-EXPO-S,Expo district south approach,48.1728,11.5504,S,2,45,37,29,29,57,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T00:30:00Z,INT-EXPO-S,Expo district south approach,48.1728,11.5504,W,1,33,37,12,23,63,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T00:30:00Z,INT-EXPO-E,Expo district east approach,48.1740,11.5542,N,2,30,36,0,25,61,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T00:30:00Z,INT-EXPO-E,Expo district east approach,48.1740,11.5542,E,1,31,36,2,26,61,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T00:30:00Z,INT-EXPO-E,Expo district east approach,48.1740,11.5542,S,2,41,32,12,27,61,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T00:30:00Z,INT-EXPO-E,Expo district east approach,48.1740,11.5542,W,1,30,27,5,24,68,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T00:30:00Z,INT-EXPO-W,Expo district west approach,48.1741,11.5478,N,2,28,30,2,30,57,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T00:30:00Z,INT-EXPO-W,Expo district west approach,48.1741,11.5478,E,1,45,33,12,30,58,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T00:30:00Z,INT-EXPO-W,Expo district west approach,48.1741,11.5478,S,2,31,29,0,25,70,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T00:30:00Z,INT-EXPO-W,Expo district west approach,48.1741,11.5478,W,1,40,30,10,28,63,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T00:30:00Z,INT-RING-01,Inner ring connector A,48.1765,11.5489,N,2,39,29,5,26,64,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T00:30:00Z,INT-RING-01,Inner ring connector A,48.1765,11.5489,E,1,32,29,12,26,67,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T00:30:00Z,INT-RING-01,Inner ring connector A,48.1765,11.5489,S,2,30,34,3,26,65,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T00:30:00Z,INT-RING-01,Inner ring connector A,48.1765,11.5489,W,1,34,28,2,22,64,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T00:30:00Z,INT-RING-02,Inner ring connector B,48.1719,11.5531,N,2,40,35,20,27,67,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T00:30:00Z,INT-RING-02,Inner ring connector B,48.1719,11.5531,E,1,39,32,20,22,63,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T00:30:00Z,INT-RING-02,Inner ring connector B,48.1719,11.5531,S,2,27,36,12,26,68,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T00:30:00Z,INT-RING-02,Inner ring connector B,48.1719,11.5531,W,1,42,30,8,28,61,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T00:45:00Z,INT-EXPO-N,Expo district north approach,48.1752,11.5510,N,2,28,33,13,29,64,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T00:45:00Z,INT-EXPO-N,Expo district north approach,48.1752,11.5510,E,1,36,34,15,24,63,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T00:45:00Z,INT-EXPO-N,Expo district north approach,48.1752,11.5510,S,2,37,37,22,27,59,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T00:45:00Z,INT-EXPO-N,Expo district north approach,48.1752,11.5510,W,1,29,27,0,25,61,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T00:45:00Z,INT-EXPO-S,Expo district south approach,48.1728,11.5504,N,2,44,31,10,26,64,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T00:45:00Z,INT-EXPO-S,Expo district south approach,48.1728,11.5504,E,1,43,37,12,25,63,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T00:45:00Z,INT-EXPO-S,Expo district south approach,48.1728,11.5504,S,2,34,34,2,27,60,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T00:45:00Z,INT-EXPO-S,Expo district south approach,48.1728,11.5504,W,1,35,32,0,29,60,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T00:45:00Z,INT-EXPO-E,Expo district east approach,48.1740,11.5542,N,2,40,34,9,30,55,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T00:45:00Z,INT-EXPO-E,Expo district east approach,48.1740,11.5542,E,1,44,37,26,25,69,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T00:45:00Z,INT-EXPO-E,Expo district east approach,48.1740,11.5542,S,2,39,35,11,29,62,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T00:45:00Z,INT-EXPO-E,Expo district east approach,48.1740,11.5542,W,1,32,30,5,28,66,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T00:45:00Z,INT-EXPO-W,Expo district west approach,48.1741,11.5478,N,2,28,32,13,25,64,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T00:45:00Z,INT-EXPO-W,Expo district west approach,48.1741,11.5478,E,1,28,36,0,24,66,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T00:45:00Z,INT-EXPO-W,Expo district west approach,48.1741,11.5478,S,2,45,30,19,29,60,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T00:45:00Z,INT-EXPO-W,Expo district west approach,48.1741,11.5478,W,1,33,31,7,24,63,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T00:45:00Z,INT-RING-01,Inner ring connector A,48.1765,11.5489,N,2,28,30,0,26,66,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T00:45:00Z,INT-RING-01,Inner ring connector A,48.1765,11.5489,E,1,33,32,5,27,58,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T00:45:00Z,INT-RING-01,Inner ring connector A,48.1765,11.5489,S,2,34,36,12,22,68,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T00:45:00Z,INT-RING-01,Inner ring connector A,48.1765,11.5489,W,1,30,30,2,23,66,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T00:45:00Z,INT-RING-02,Inner ring connector B,48.1719,11.5531,N,2,40,30,9,24,65,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T00:45:00Z,INT-RING-02,Inner ring connector B,48.1719,11.5531,E,1,35,28,7,28,64,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T00:45:00Z,INT-RING-02,Inner ring connector B,48.1719,11.5531,S,2,34,34,11,30,64,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T00:45:00Z,INT-RING-02,Inner ring connector B,48.1719,11.5531,W,1,40,29,18,27,65,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T01:00:00Z,INT-EXPO-N,Expo district north approach,48.1752,11.5510,N,2,38,35,14,23,66,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T01:00:00Z,INT-EXPO-N,Expo district north approach,48.1752,11.5510,E,1,27,29,0,29,59,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T01:00:00Z,INT-EXPO-N,Expo district north approach,48.1752,11.5510,S,2,40,32,10,28,62,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T01:00:00Z,INT-EXPO-N,Expo district north approach,48.1752,11.5510,W,1,45,30,19,30,65,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T01:00:00Z,INT-EXPO-S,Expo district south approach,48.1728,11.5504,N,2,32,33,2,25,61,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T01:00:00Z,INT-EXPO-S,Expo district south approach,48.1728,11.5504,E,1,34,31,18,24,66,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T01:00:00Z,INT-EXPO-S,Expo district south approach,48.1728,11.5504,S,2,29,37,5,24,71,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T01:00:00Z,INT-EXPO-S,Expo district south approach,48.1728,11.5504,W,1,36,35,12,24,67,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T01:00:00Z,INT-EXPO-E,Expo district east approach,48.1740,11.5542,N,2,31,34,13,26,65,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T01:00:00Z,INT-EXPO-E,Expo district east approach,48.1740,11.5542,E,1,36,27,15,23,67,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T01:00:00Z,INT-EXPO-E,Expo district east approach,48.1740,11.5542,S,2,28,36,12,28,64,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T01:00:00Z,INT-EXPO-E,Expo district east approach,48.1740,11.5542,W,1,28,32,5,23,64,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T01:00:00Z,INT-EXPO-W,Expo district west approach,48.1741,11.5478,N,2,34,30,15,23,66,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T01:00:00Z,INT-EXPO-W,Expo district west approach,48.1741,11.5478,E,1,30,30,4,28,65,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T01:00:00Z,INT-EXPO-W,Expo district west approach,48.1741,11.5478,S,2,41,34,11,29,63,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T01:00:00Z,INT-EXPO-W,Expo district west approach,48.1741,11.5478,W,1,42,31,27,26,59,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T01:00:00Z,INT-RING-01,Inner ring connector A,48.1765,11.5489,N,2,29,27,7,24,62,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T01:00:00Z,INT-RING-01,Inner ring connector A,48.1765,11.5489,E,1,30,35,10,23,64,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T01:00:00Z,INT-RING-01,Inner ring connector A,48.1765,11.5489,S,2,43,34,9,22,66,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T01:00:00Z,INT-RING-01,Inner ring connector A,48.1765,11.5489,W,1,34,32,5,25,64,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T01:00:00Z,INT-RING-02,Inner ring connector B,48.1719,11.5531,N,2,40,29,9,23,66,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T01:00:00Z,INT-RING-02,Inner ring connector B,48.1719,11.5531,E,1,29,32,2,22,68,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T01:00:00Z,INT-RING-02,Inner ring connector B,48.1719,11.5531,S,2,45,28,26,24,64,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T01:00:00Z,INT-RING-02,Inner ring connector B,48.1719,11.5531,W,1,39,33,14,26,62,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T01:15:00Z,INT-EXPO-N,Expo district north approach,48.1752,11.5510,N,2,41,34,25,30,62,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T01:15:00Z,INT-EXPO-N,Expo district north approach,48.1752,11.5510,E,1,34,34,7,25,66,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T01:15:00Z,INT-EXPO-N,Expo district north approach,48.1752,11.5510,S,2,35,27,12,28,65,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T01:15:00Z,INT-EXPO-N,Expo district north approach,48.1752,11.5510,W,1,38,29,8,27,59,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T01:15:00Z,INT-EXPO-S,Expo district south approach,48.1728,11.5504,N,2,38,30,18,27,60,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T01:15:00Z,INT-EXPO-S,Expo district south approach,48.1728,11.5504,E,1,28,37,2,28,58,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T01:15:00Z,INT-EXPO-S,Expo district south approach,48.1728,11.5504,S,2,28,30,11,26,64,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T01:15:00Z,INT-EXPO-S,Expo district south approach,48.1728,11.5504,W,1,33,33,7,29,58,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T01:15:00Z,INT-EXPO-E,Expo district east approach,48.1740,11.5542,N,2,30,29,0,23,64,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T01:15:00Z,INT-EXPO-E,Expo district east approach,48.1740,11.5542,E,1,37,34,17,30,62,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T01:15:00Z,INT-EXPO-E,Expo district east approach,48.1740,11.5542,S,2,39,28,5,30,64,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T01:15:00Z,INT-EXPO-E,Expo district east approach,48.1740,11.5542,W,1,28,35,0,22,67,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T01:15:00Z,INT-EXPO-W,Expo district west approach,48.1741,11.5478,N,2,29,36,13,29,64,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T01:15:00Z,INT-EXPO-W,Expo district west approach,48.1741,11.5478,E,1,37,30,9,22,69,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T01:15:00Z,INT-EXPO-W,Expo district west approach,48.1741,11.5478,S,2,30,35,1,24,64,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T01:15:00Z,INT-EXPO-W,Expo district west approach,48.1741,11.5478,W,1,41,28,26,27,68,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T01:15:00Z,INT-RING-01,Inner ring connector A,48.1765,11.5489,N,2,36,27,19,22,67,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
2026-09-13T01:15:00Z,INT-RING-01,Inner ring connector A,48.1765,11.5489,E,1,45,33,27,27,68,0,light_rain,synthetic anonymized counts for Adaptive Traffic Flow challenge — not live city infrastructure
