timestamp,device_id,location,traffic_count,avg_speed,status
2026-01-01 08:08,TS_003,Zone_C,5,31,OK
2026-01-01 08:08,TS_004,Zone_D,13,32,OK
2026-01-01 08:09,TS_001,Zone_A,5,20,OK
2026-01-01 08:09,TS_002,Zone_B,10,27,OK
2026-01-01 08:09,TS_003,Zone_C,7,34,OK
2026-01-01 08:09,TS_004,Zone_D,12,31,OK
2026-01-01 08:10,TS_001,Zone_A,10,32,OK
2026-01-01 08:10,TS_002,Zone_B,14,32,OK
2026-01-01 08:10,TS_003,Zone_C,11,32,OK
2026-01-01 08:10,TS_004,Zone_D,6,35,OK
2026-01-01 08:11,TS_001,Zone_A,12,32,OK
2026-01-01 08:11,TS_002,Zone_B,5,27,OK
2026-01-01 08:11,TS_003,Zone_C,12,23,OK
2026-01-01 08:11,TS_004,Zone_D,10,34,OK
2026-01-01 08:12,TS_001,Zone_A,7,36,OK
2026-01-01 08:12,TS_002,Zone_B,12,29,OK
2026-01-01 08:12,TS_003,Zone_C,11,33,OK
2026-01-01 08:12,TS_004,Zone_D,11,35,OK
2026-01-01 08:13,TS_001,Zone_A,9,28,OK
2026-01-01 08:13,TS_002,Zone_B,13,30,OK
2026-01-01 08:13,TS_003,Zone_C,9,34,OK
2026-01-01 08:13,TS_004,Zone_D,15,28,OK
2026-01-01 08:14,TS_001,Zone_A,8,29,OK
2026-01-01 08:14,TS_002,Zone_B,11,29,OK
2026-01-01 08:14,TS_003,Zone_C,15,26,OK
2026-01-01 08:14,TS_004,Zone_D,14,25,OK
2026-01-01 08:15,TS_001,Zone_A,10,33,OK
2026-01-01 08:15,TS_002,Zone_B,14,33,OK
2026-01-01 08:15,TS_003,Zone_C,12,31,OK
2026-01-01 08:15,TS_004,Zone_D,12,32,OK
2026-01-01 08:16,TS_001,Zone_A,12,31,OK
2026-01-01 08:16,TS_002,Zone_B,13,30,OK
2026-01-01 08:16,TS_003,Zone_C,14,32,OK
2026-01-01 08:16,TS_004,Zone_D,17,31,OK
2026-01-01 08:17,TS_001,Zone_A,11,29,OK
2026-01-01 08:17,TS_002,Zone_B,12,34,OK
2026-01-01 08:17,TS_003,Zone_C,11,32,OK
2026-01-01 08:17,TS_004,Zone_D,17,20,OK
2026-01-01 08:18,TS_001,Zone_A,10,31,OK
2026-01-01 08:18,TS_002,Zone_B,14,31,OK
2026-01-01 08:18,TS_003,Zone_C,12,33,OK
2026-01-01 08:18,TS_004,Zone_D,13,28,OK
2026-01-01 08:19,TS_001,Zone_A,19,31,OK
2026-01-01 08:19,TS_002,Zone_B,12,30,OK
2026-01-01 08:19,TS_003,Zone_C,13,30,OK
2026-01-01 08:19,TS_004,Zone_D,6,28,OK
2026-01-01 08:20,TS_001,Zone_A,16,25,OK
2026-01-01 08:20,TS_002,Zone_B,13,34,OK
2026-01-01 08:20,TS_003,Zone_C,16,36,OK
2026-01-01 08:20,TS_004,Zone_D,9,29,OK
2026-01-01 08:21,TS_001,Zone_A,13,32,OK
2026-01-01 08:21,TS_002,Zone_B,17,19,OK
2026-01-01 08:21,TS_003,Zone_C,17,24,OK
2026-01-01 08:21,TS_004,Zone_D,16,24,OK
2026-01-01 08:22,TS_001,Zone_A,15,35,OK
2026-01-01 08:22,TS_002,Zone_B,14,31,OK
2026-01-01 08:22,TS_003,Zone_C,16,31,OK
2026-01-01 08:22,TS_004,Zone_D,14,36,OK
2026-01-01 08:23,TS_001,Zone_A,17,29,OK
2026-01-01 08:23,TS_002,Zone_B,21,25,OK
2026-01-01 08:23,TS_003,Zone_C,17,29,OK
2026-01-01 08:23,TS_004,Zone_D,15,33,OK
2026-01-01 08:24,TS_001,Zone_A,15,33,OK
2026-01-01 08:24,TS_002,Zone_B,11,24,OK
2026-01-01 08:24,TS_003,Zone_C,16,26,OK
2026-01-01 08:24,TS_004,Zone_D,12,24,OK
2026-01-01 08:25,TS_001,Zone_A,18,33,OK
2026-01-01 08:25,TS_002,Zone_B,19,26,OK
2026-01-01 08:25,TS_003,Zone_C,15,25,OK
2026-01-01 08:25,TS_004,Zone_D,17,36,OK
2026-01-01 08:26,TS_001,Zone_A,13,36,OK
2026-01-01 08:26,TS_002,Zone_B,18,29,OK
2026-01-01 08:26,TS_003,Zone_C,11,36,OK
2026-01-01 08:26,TS_004,Zone_D,15,28,OK
2026-01-01 08:27,TS_001,Zone_A,17,32,OK
2026-01-01 08:27,TS_002,Zone_B,20,26,OK
2026-01-01 08:27,TS_003,Zone_C,19,36,OK
2026-01-01 08:27,TS_004,Zone_D,20,29,OK
2026-01-01 08:28,TS_001,Zone_A,15,34,OK
2026-01-01 08:28,TS_002,Zone_B,17,30,OK
2026-01-01 08:28,TS_003,Zone_C,20,29,OK
2026-01-01 08:28,TS_004,Zone_D,11,28,OK
2026-01-01 08:29,TS_001,Zone_A,12,33,OK
2026-01-01 08:29,TS_002,Zone_B,18,28,OK
2026-01-01 08:29,TS_003,Zone_C,17,33,OK
2026-01-01 08:29,TS_004,Zone_D,17,35,OK
